1385641063,0
1385641101,0
1385641101,0
1385641109,0
1385641109,0
1385641109,0
1385641555,0
1385641555,0
1385641555,0
1385641609,0
1385641609,0
1385641609,0
1385641666,0
1385641666,0
1385641666,0
1385641777,0
1385641833,0
1385641888,0
1385641943,0
1385641943,0
1385641943,0
1385641944,0
1385641998,0
1385641998,0
1385641999,0
1385642000,0
1385642055,0
1385642055,0
1385642055,0
1385642055,0
1385642110,0
1385642166,0
1385642222,0
1385642277,0
1385642334,0
1385642377,0
1385642389,0
1385642389,0
1385642390,0
1385642390,0
1385642433,0
1385642445,0
1385642445,0
1385642445,0
1385642446,0
1385642501,0
1385642556,0
1385642612,0
1385642668,0
1385642723,0
1385642723,0
1385642723,0
1385642723,0
1385642778,0
1385642778,0
1385642778,0
1385642779,0
1385642834,0
1385642834,0
1385642834,0
1385642834,0
1385642890,0
1385642945,0
1385643000,0
1385643056,0
1385643111,0
1385643111,0
1385643112,0
1385643112,0
1385643166,0
1385643166,0
1385643166,0
1385643167,0
1385643222,0
1385643222,0
1385643222,0
1385643223,0
1385643278,0
1385643334,0
1385643389,0
1385643445,0
1385643500,0
1385643500,0
1385643500,0
1385643501,0
1385643556,0
1385643556,0
1385643556,0
1385643556,0
1385643612,0
1385643669,0
1385643724,0
1385643724,0
1385643779,0
1385643835,0
1385643891,0
1385643947,0
1385643947,0
1385643948,0
1385643948,0
1385644003,0
1385644003,0
1385644003,0
1385644004,0
1385644059,0
1385644059,0
1385644059,0
1385644114,0
1385644170,0
1385644225,0
1385644281,0
1385644336,0
1385644336,0
1385644336,0
1385644336,0
1385644392,0
1385644392,0
1385644392,0
1385644393,0
1385644448,0
1385644448,0
1385644449,0
1385644449,0
1385644504,0
1385644559,0
1385644615,0
1385644670,0
1385644726,0
1385644726,0
1385644726,0
1385644726,0
1385644782,0
1385644837,0
1385644837,0
1385644838,0
1385644838,0
1385644893,0
1385644949,0
1385644965,0
1385645004,0
1385645059,0
1385645082,0
1385645115,0
1385645115,0
1385645115,0
1385645116,0
1385645170,0
1385645170,0
1385645171,0
1385645171,0
1385645227,0
1385645227,0
1385645227,0
1385645282,0
1385645338,0
1385645393,0
1385645449,0
1385645504,0
1385645504,0
1385645504,0
1385645505,0
1385645559,0
1385645560,0
1385645560,0
1385645560,0
1385645615,0
1385645670,0
1385645726,0
1385645782,0
1385645838,0
1385645838,0
1385645838,0
1385645838,0
1385645894,0
1385645894,0
1385645894,0
1385645894,0
1385645949,0
1385645949,0
1385645949,0
1385645949,0
1385646005,0
1385646061,0
1385646117,0
1385646173,0
1385646218,0
1385646229,0
1385646229,0
1385646274,0
1385646284,0
1385646285,0
1385646285,0
1385646285,0
1385646341,0
1385646395,0
1385646396,0
1385646396,0
1385646396,0
1385646452,0
1385646452,0
1385646452,0
1385646452,0
1385646508,0
1385646508,0
1385646508,0
1385646508,0
1385646564,0
1385646619,0
1385646674,0
1385646730,0
1385646785,0
1385646786,0
1385646786,0
1385646786,0
1385646841,0
1385646841,0
1385646842,0
1385646842,0
1385646898,0
1385646898,0
1385646898,0
1385646898,0
1385646954,0
1385647009,0
1385647064,0
1385647064,0
1385647064,0
1385647064,0
1385647119,0
1385647175,0
1385647175,0
1385647175,0
1385647175,0
1385647230,0
1385647231,0
1385647231,0
1385647231,0
1385647286,0
1385647342,0
1385647343,0
1385647398,0
1385647454,0
1385647509,0
1385647564,0
1385647620,0
1385647620,0
1385647620,0
1385647620,0
1385647676,0
1385647676,0
1385647676,0
1385647677,0
1385647733,0
1385647788,0
1385647788,0
1385647789,0
1385647789,0
1385647843,0
1385647844,0
1385647844,0
1385647844,0
1385647898,0
1385647955,0
1385647955,0
1385647955,0
1385647955,0
1385648011,0
1385648011,0
1385648011,0
1385648011,0
1385648066,0
1385648066,0
1385648066,0
1385648122,0
1385648177,0
1385648233,0
1385648233,0
1385648233,0
1385648233,0
1385648289,0
1385648344,0
1385648400,0
1385648400,0
1385648400,0
1385648400,0
1385648456,0
1385648456,0
1385648456,0
1385648456,0
1385648511,0
1385648565,0
1385648566,0
1385648566,0
1385648566,0
1385648622,0
1385648622,0
1385648622,0
1385648623,0
1385648677,0
1385648732,0
1385648732,0
1385648733,0
1385648733,0
1385648748,0
1385648788,0
1385648816,0
1385648844,0
1385648900,0
1385648955,0
1385648955,0
1385648956,0
1385648956,0
1385649011,0
1385649012,0
1385649012,0
1385649012,0
1385649067,0
1385649068,0
1385649068,0
1385649068,0
1385649123,0
1385649123,0
1385649123,0
1385649123,0
1385649179,0
1385649179,0
1385649179,0
1385649179,0
1385649235,0
1385649291,0
1385649346,0
1385649402,0
1385649402,0
1385649402,0
1385649402,0
1385649458,0
1385649513,0
1385649513,0
1385649513,0
1385649513,0
1385649568,0
1385649624,0
1385649680,0
1385649680,0
1385649680,0
1385649680,0
1385649735,0
1385649735,0
1385649735,0
1385649735,0
1385649791,0
1385649791,0
1385649791,0
1385649791,0
1385649847,0
1385649847,0
1385649847,0
1385649847,0
1385649903,0
1385649903,0
1385649903,0
1385649903,0
1385649959,0
1385649959,0
1385649959,0
1385649960,0
1385650014,0
1385650015,0
1385650015,0
1385650015,0
1385650071,0
1385650114,0
1385650127,0
1385650183,0
1385650238,0
1385650293,0
1385650294,0
1385650294,0
1385650349,0
1385650349,0
1385650349,0
1385650350,0
1385650404,0
1385650405,0
1385650405,0
1385650405,0
1385650461,0
1385650461,0
1385650461,0
1385650461,0
1385650516,0
1385650517,0
1385650517,0
1385650573,0
1385650627,0
1385650668,0
1385650682,0
1385650738,0
1385650793,0
1385650794,0
1385650794,0
1385650794,0
